code,ir_bo,ir_rd,p_value,params
600708.XSHG,0.2960379643254067,0.27204106122321864,0.481,"{'A1': 12.51066014107722, 'A2': 51.60973480326474, 'A3': 60.01029373356104, 'y1': 0.09418810892639273, 'y2': -0.17138260129066296}"
600702.XSHG,1.624918715339464,0.48807579137120677,0.04,"{'A1': 12.51066014107722, 'A2': 51.60973480326474, 'A3': 60.01029373356104, 'y1': 0.09418810892639273, 'y2': -0.17138260129066296}"
600877.XSHG,-3.307906317772892,0.53091192906936,1.0,"{'A1': 5.847982466344154, 'A2': 39.16406352182553, 'A3': 91.52698287654287, 'y1': 0.009245656739655684, 'y2': -0.1991607912390233}"
600707.XSHG,0.8455044180737948,0.9945401201513753,0.591,"{'A1': 12.482537337301029, 'A2': 40.985269639681924, 'A3': 92.83351229492533, 'y1': 0.056992543556213464, 'y2': -0.18604709305040193}"
600704.XSHG,-1.89967828946283,0.30221954077666346,1.0,"{'A1': 11.654326207281999, 'A2': 57.772566179297044, 'A3': 136.389046218571, 'y1': 0.17802751476676776, 'y2': -0.15721962992550037}"
600546.XSHG,0.775075282049534,0.6385511473453269,0.421,"{'A1': 2.770157843063934, 'A2': 35.58780634133013, 'A3': 91.10046543387429, 'y1': 0.12204640489804763, 'y2': -0.0949307368693454}"
002137.XSHE,0.7601172717681058,0.7121978973074428,0.463,"{'A1': 8.996958985861452, 'A2': 43.75388159922661, 'A3': 112.75239792176967, 'y1': 0.224210865423737, 'y2': -0.10753147085936458}"
002133.XSHE,-1.2929461511862137,0.2099233364887209,0.985,"{'A1': 29.332061728329847, 'A2': 31.318631018567906, 'A3': 119.50512381408035, 'y1': 0.036045713906734514, 'y2': -0.06946278763903085}"
600682.XSHG,0.20741146906243052,0.5048291377443583,0.693,"{'A1': 2.8275249887011613, 'A2': 30.0, 'A3': 84.93296423675335, 'y1': 0.005, 'y2': -0.2}"
600683.XSHG,0.8630895097120991,0.055505625149651065,0.164,"{'A1': 30.0, 'A2': 60.0, 'A3': 150.0, 'y1': 0.005, 'y2': -0.2}"
600686.XSHG,-1.1178988246648665,0.2106898400785982,0.977,"{'A1': 24.51280820215796, 'A2': 60.0, 'A3': 116.30242700157338, 'y1': 0.3, 'y2': -0.2}"
600677.XSHG,0.4917696354689145,0.3775024357634336,0.436,"{'A1': 2.770157843063934, 'A2': 35.58780634133013, 'A3': 91.10046543387429, 'y1': 0.12204640489804763, 'y2': -0.0949307368693454}"
600676.XSHG,1.5782143066876024,0.17201677309100244,0.013,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
600674.XSHG,0.0,0.0,0.0,"{'A1': 1.1695024960322953, 'A2': 36.46397371389719, 'A3': 91.18930003979348, 'y1': 0.19620717815008282, 'y2': -0.09018254653244699}"
600178.XSHG,-1.2006677462537148,0.32767835219858715,0.988,"{'A1': 4.22528178273058, 'A2': 38.00516928338443, 'A3': 136.55859991356996, 'y1': 0.13745446832362407, 'y2': -0.0614537715218669}"
600179.XSHG,0.0,0.0,0.0,"{'A1': 5.434608842857761, 'A2': 34.81447867332487, 'A3': 95.77114619090395, 'y1': 0.00909572309118876, 'y2': -0.01942739629774415}"
000042.XSHE,1.2358285872258585,0.0,0.0,"{'A1': 30.0, 'A2': 30.0, 'A3': 150.0, 'y1': 0.005, 'y2': -0.0050000000000000044}"
000043.XSHE,-0.012907475910741746,0.5167536918498281,0.792,"{'A1': 11.537943283301594, 'A2': 45.968973287379384, 'A3': 62.762752072378014, 'y1': 0.04442354689011906, 'y2': -0.18795307334949626}"
000040.XSHE,-0.31935941540379603,0.2422739876898351,0.785,"{'A1': 2.770157843063934, 'A2': 35.58780634133013, 'A3': 91.10046543387429, 'y1': 0.12204640489804763, 'y2': -0.0949307368693454}"
600171.XSHG,1.7785535509786847,0.20515230504289905,0.011,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
600172.XSHG,-0.2599298246405578,0.6783838732071698,0.913,"{'A1': 2.770157843063934, 'A2': 35.58780634133013, 'A3': 91.10046543387429, 'y1': 0.12204640489804763, 'y2': -0.0949307368693454}"
002181.XSHE,-0.5736302824729602,0.175809903110124,0.828,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
002183.XSHE,-0.5318059044000734,0.19454354323282716,0.856,"{'A1': 12.51066014107722, 'A2': 51.60973480326474, 'A3': 60.01029373356104, 'y1': 0.09418810892639273, 'y2': -0.17138260129066296}"
002182.XSHE,0.6584462882889398,0.25158904435750024,0.275,"{'A1': 11.654326207281999, 'A2': 57.772566179297044, 'A3': 136.389046218571, 'y1': 0.17802751476676776, 'y2': -0.15721962992550037}"
002187.XSHE,-1.3852085890728563,0.2266853460671805,0.996,"{'A1': 30.0, 'A2': 60.0, 'A3': 150.0, 'y1': 0.3, 'y2': -0.2}"
002186.XSHE,0.560750512604515,0.2507973742832688,0.352,"{'A1': 9.973557713239515, 'A2': 30.924340082461192, 'A3': 76.76770572150264, 'y1': 0.08765559117518235, 'y2': -0.0957407782412289}"
600776.XSHG,0.5677828083264939,0.13295552136513095,0.326,"{'A1': 7.060086021490276, 'A2': 34.128795446110985, 'A3': 139.43996220257816, 'y1': 0.0719022378948469, 'y2': -0.026204311867996544}"
600777.XSHG,1.164567263458587,0.28633184359567915,0.102,"{'A1': 7.060086021490276, 'A2': 34.128795446110985, 'A3': 139.43996220257816, 'y1': 0.0719022378948469, 'y2': -0.026204311867996544}"
600775.XSHG,1.1785535240619267,0.08809916864397223,0.027,"{'A1': 21.680685569264742, 'A2': 30.0, 'A3': 90.62083208374561, 'y1': 0.005, 'y2': -0.2}"
600197.XSHG,-0.5396863473582988,0.2828230789920352,0.87,"{'A1': 19.84021237445957, 'A2': 45.127421532276585, 'A3': 83.49652297179584, 'y1': 0.1885791523281409, 'y2': -0.12067203625395544}"
600195.XSHG,-0.643603445631898,0.3646251865105536,0.929,"{'A1': 24.106363009516308, 'A2': 53.32732910447785, 'A3': 119.20358651752343, 'y1': 0.005, 'y2': -0.2}"
600192.XSHG,-0.13472757918273628,0.34536540902935253,0.761,"{'A1': 3.0017726490188146, 'A2': 35.5070828904857, 'A3': 88.74443725880448, 'y1': 0.054868096618456465, 'y2': -0.01002640587805495}"
600190.XSHG,-1.7145544955840206,0.1593086688724947,1.0,"{'A1': 30.0, 'A2': 36.91581415456542, 'A3': 150.0, 'y1': 0.005, 'y2': -0.2}"
600191.XSHG,-0.40027844943458984,0.38695000296928933,0.837,"{'A1': 19.84021237445957, 'A2': 45.127421532276585, 'A3': 83.49652297179584, 'y1': 0.1885791523281409, 'y2': -0.12067203625395544}"
000514.XSHE,0.0,0.0,0.0,"{'A1': 15.91512236995775, 'A2': 47.3005314879084, 'A3': 139.38295036195535, 'y1': 0.25200653437517045, 'y2': -0.05752003922271162}"
600054.XSHG,-1.0784203582514609,0.20888139006460155,0.977,"{'A1': 5.522307763732623, 'A2': 37.49755901154456, 'A3': 91.62567410529512, 'y1': 0.017677128922451407, 'y2': -0.12290467391117098}"
600053.XSHG,-0.5256899289259269,0.17005445489732546,0.814,"{'A1': 16.00917391579986, 'A2': 56.62790206851839, 'A3': 145.5393468917825, 'y1': 0.005, 'y2': -0.2}"
000511.XSHE,0.0,0.0,0.0,"{'A1': 12.939479399583417, 'A2': 57.24666364224825, 'A3': 150.0, 'y1': 0.3, 'y2': -0.005}"
600051.XSHG,-1.6260133336029725,0.10904404854924417,0.999,"{'A1': 30.0, 'A2': 60.0, 'A3': 112.33155362334445, 'y1': 0.005, 'y2': -0.2}"
000513.XSHE,0.31331875480609317,0.30563848618401945,0.511,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
002001.XSHE,1.286723077559359,0.24365035355952905,0.064,"{'A1': 30.0, 'A2': 60.0, 'A3': 150.0, 'y1': 0.3, 'y2': -0.2}"
600129.XSHG,-1.2023959898166154,0.18055456472971326,0.97,"{'A1': 11.738140956973243, 'A2': 50.63541746982466, 'A3': 61.59123625539978, 'y1': 0.21718882687649274, 'y2': -0.03387947937865604}"
002008.XSHE,1.7692038627693878,0.8311076881663514,0.063,"{'A1': 15.876360717793919, 'A2': 53.69890457170087, 'A3': 61.322851685072806, 'y1': 0.12575099040561905, 'y2': -0.08778975426024324}"
600239.XSHG,1.6747119016055576,0.0,0.0,"{'A1': 6.199943075446212, 'A2': 39.4966503358361, 'A3': 78.02355461905142, 'y1': 0.005, 'y2': -0.2}"
600459.XSHG,0.05697715329308886,0.5776025259898088,0.79,"{'A1': 13.438783156407757, 'A2': 53.37559618339665, 'A3': 60.56858556866622, 'y1': 0.20968674586212255, 'y2': -0.18976928082967903}"
600458.XSHG,2.764519833811691,1.0933796248258338,0.002,"{'A1': 14.067465348430042, 'A2': 31.12960944373015, 'A3': 71.7201808788176, 'y1': 0.21317746058905815, 'y2': -0.10864526205559948}"
600518.XSHG,0.48829493907747035,0.876461664731579,0.734,"{'A1': 6.654907975206789, 'A2': 35.45654213737436, 'A3': 87.69233807482135, 'y1': 0.005, 'y2': -0.2}"
600512.XSHG,-0.7087080685744116,0.5987341694474444,0.974,"{'A1': 2.770157843063934, 'A2': 35.58780634133013, 'A3': 91.10046543387429, 'y1': 0.12204640489804763, 'y2': -0.0949307368693454}"
600510.XSHG,0.0,0.0,0.0,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
600511.XSHG,1.2358286882769207,0.0,0.0,"{'A1': 11.721445460184977, 'A2': 30.0, 'A3': 107.57591036599727, 'y1': 0.005, 'y2': -0.2}"
600517.XSHG,0.465024461444206,0.05548153339761133,0.394,"{'A1': 18.33725814293151, 'A2': 51.639143589556234, 'A3': 147.27422033641204, 'y1': 0.005, 'y2': -0.005}"
600226.XSHG,-1.308986038759924,0.5478168172325054,0.999,"{'A1': 2.770157843063934, 'A2': 35.58780634133013, 'A3': 91.10046543387429, 'y1': 0.12204640489804763, 'y2': -0.0949307368693454}"
600227.XSHG,1.5836812342347195,0.12185378187340133,0.006,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
000585.XSHE,-0.5970128668861078,0.20708620704415132,0.877,"{'A1': 3.9612264071967775, 'A2': 50.67409281433498, 'A3': 125.88585492107912, 'y1': 0.005, 'y2': -0.14182483823241637}"
000584.XSHE,-1.7032102286382498,0.24963273800417504,1.0,"{'A1': 15.068388154732814, 'A2': 57.023192019953214, 'A3': 66.77912646635976, 'y1': 0.005, 'y2': -0.2}"
600673.XSHG,1.7033988250504293,0.11650528924830768,0.0,"{'A1': 30.0, 'A2': 60.0, 'A3': 81.22562364139763, 'y1': 0.005, 'y2': -0.2}"
000589.XSHE,-0.09149450860657102,0.4655077738302209,0.791,"{'A1': 4.6715799808503045, 'A2': 30.0, 'A3': 74.93627722520971, 'y1': 0.005, 'y2': -0.2}"
600230.XSHG,-0.4176238067424516,0.13512247287115323,0.771,"{'A1': 27.392837472003276, 'A2': 30.0, 'A3': 75.03914539446711, 'y1': 0.3, 'y2': -0.005}"
600356.XSHG,-1.0473445017902074,0.14305785521194292,0.948,"{'A1': 24.518596308599225, 'A2': 44.16380879168232, 'A3': 136.54276475078, 'y1': 0.3, 'y2': -0.2}"
600422.XSHG,-1.121248368869586,0.38601453385192575,0.981,"{'A1': 15.95556462932022, 'A2': 51.212341837140144, 'A3': 61.11882946747746, 'y1': 0.006240343662658138, 'y2': -0.14029824142344494}"
600423.XSHG,0.017388064173354152,0.4072511691985519,0.732,"{'A1': 2.228248341884701, 'A2': 34.07653855926273, 'A3': 90.91421066872624, 'y1': 0.13050076905124589, 'y2': -0.08982481092385616}"
600352.XSHG,1.1714655750165326,0.440161540346524,0.143,"{'A1': 12.51066014107722, 'A2': 51.60973480326474, 'A3': 60.01029373356104, 'y1': 0.09418810892639273, 'y2': -0.17138260129066296}"
601002.XSHG,1.7116591315788034,0.4168283124761015,0.029,"{'A1': 12.51066014107722, 'A2': 51.60973480326474, 'A3': 60.01029373356104, 'y1': 0.09418810892639273, 'y2': -0.17138260129066296}"
600295.XSHG,0.3877296235730903,0.18777111965067533,0.41,"{'A1': 7.060086021490276, 'A2': 34.128795446110985, 'A3': 139.43996220257816, 'y1': 0.0719022378948469, 'y2': -0.026204311867996544}"
600291.XSHG,1.105206207504287,0.1220732504905195,0.07,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
600359.XSHG,-1.2539969029854505,0.30265219925876147,0.988,"{'A1': 2.4269855258733086, 'A2': 55.49903289687328, 'A3': 132.11531922729253, 'y1': 0.2079316028413603, 'y2': -0.05257724633279495}"
600293.XSHG,-0.3125647628771644,0.5903420665124871,0.912,"{'A1': 5.952946939021443, 'A2': 39.92811734124389, 'A3': 90.35792191234131, 'y1': 0.1294050852866655, 'y2': -0.027503484869014883}"
600292.XSHG,1.2849092505927315,0.39027348775041554,0.096,"{'A1': 19.84021237445957, 'A2': 45.127421532276585, 'A3': 83.49652297179584, 'y1': 0.1885791523281409, 'y2': -0.12067203625395544}"
000886.XSHE,-0.8364903909146916,0.42607862457966084,0.965,"{'A1': 2.770157843063934, 'A2': 35.58780634133013, 'A3': 91.10046543387429, 'y1': 0.12204640489804763, 'y2': -0.0949307368693454}"
600830.XSHG,-0.16224936814571697,0.3185341593245971,0.758,"{'A1': 7.060086021490276, 'A2': 34.128795446110985, 'A3': 139.43996220257816, 'y1': 0.0719022378948469, 'y2': -0.026204311867996544}"
000882.XSHE,-0.1754958854392226,0.2837106814181343,0.753,"{'A1': 2.606953711411788, 'A2': 30.0, 'A3': 125.69605143130406, 'y1': 0.3, 'y2': -0.2}"
600834.XSHG,0.0,0.0,0.0,"{'A1': 15.827680555348818, 'A2': 30.0, 'A3': 98.32824265222294, 'y1': 0.3, 'y2': -0.2}"
000881.XSHE,0.7007471652586885,0.39057054354190607,0.338,"{'A1': 27.24059108990996, 'A2': 58.03352924021604, 'A3': 149.706002848553, 'y1': 0.2872498428969295, 'y2': -0.18986234297653884}"
600838.XSHG,-1.5323232812629164,0.4736232108530203,1.0,"{'A1': 6.510562239501322, 'A2': 35.990381861677335, 'A3': 92.39989946191383, 'y1': 0.12301321040651574, 'y2': -0.17222380967345471}"
000762.XSHE,0.25096805498915487,0.38033517059940014,0.569,"{'A1': 11.537943283301594, 'A2': 45.968973287379384, 'A3': 62.762752072378014, 'y1': 0.04442354689011906, 'y2': -0.18795307334949626}"
000888.XSHE,-0.3989480546852594,0.6941587157783004,0.969,"{'A1': 6.645375498562967, 'A2': 46.69330450987552, 'A3': 103.2866773339535, 'y1': 0.06585776086910046, 'y2': -0.13678227561418382}"
600063.XSHG,1.2358286149084272,0.0,0.0,"{'A1': 19.729484928213004, 'A2': 52.68842901077718, 'A3': 60.0, 'y1': 0.005, 'y2': -0.2}"
600059.XSHG,1.0862103964707062,0.30177136348940464,0.138,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
600060.XSHG,-1.9300948921967398,0.2594076124248097,0.999,"{'A1': 8.996958985861452, 'A2': 43.75388159922661, 'A3': 112.75239792176967, 'y1': 0.224210865423737, 'y2': -0.10753147085936458}"
000939.XSHE,0.7377334234404233,1.106600535894676,0.714,"{'A1': 8.047802899506024, 'A2': 46.21200016834689, 'A3': 100.8512781166976, 'y1': 0.2934071980503362, 'y2': -0.13877281636261402}"
600303.XSHG,-1.752786572918498,0.711101354411172,1.0,"{'A1': 8.476475192546134, 'A2': 38.266128700496154, 'A3': 89.96283015250569, 'y1': 0.17954677784363943, 'y2': -0.16250787389906157}"
600302.XSHG,-1.7007745025991352,0.09133995527038206,0.999,"{'A1': 16.513318730495744, 'A2': 36.4215442231014, 'A3': 148.44000987777758, 'y1': 0.13077475739368438, 'y2': -0.03911546165540397}"
600300.XSHG,0.0,0.0,0.0,"{'A1': 0.0, 'A2': 30.0, 'A3': 150.0, 'y1': 0.005, 'y2': -0.005}"
600732.XSHG,-2.1116092898401435,0.2366179290215379,1.0,"{'A1': 2.770157843063934, 'A2': 35.58780634133013, 'A3': 91.10046543387429, 'y1': 0.12204640489804763, 'y2': -0.0949307368693454}"
600736.XSHG,0.0,0.0,0.0,"{'A1': 23.52845414343286, 'A2': 60.0, 'A3': 150.0, 'y1': 0.3, 'y2': -0.2}"
600883.XSHG,0.7364345001249828,0.42200987266691026,0.328,"{'A1': 27.24059108990996, 'A2': 58.03352924021604, 'A3': 149.706002848553, 'y1': 0.2872498428969295, 'y2': -0.18986234297653884}"
600630.XSHG,1.2358286783528716,0.0,0.0,"{'A1': 24.243861288945652, 'A2': 52.12492004825771, 'A3': 115.34680875907684, 'y1': 0.005, 'y2': -0.2}"
600888.XSHG,1.2358287186348915,0.0,0.0,"{'A1': 16.048746394182924, 'A2': 49.252822539359805, 'A3': 150.0, 'y1': 0.005, 'y2': -0.2}"
600636.XSHG,1.7811719598149223,0.3970375452073399,0.019,"{'A1': 11.537943283301594, 'A2': 45.968973287379384, 'A3': 62.762752072378014, 'y1': 0.04442354689011906, 'y2': -0.18795307334949626}"
600069.XSHG,1.9440493511545038,0.0,0.0,"{'A1': 30.0, 'A2': 60.0, 'A3': 119.79920516709181, 'y1': 0.005, 'y2': -0.005}"
002045.XSHE,0.16788293868470888,0.923413977860419,0.901,"{'A1': 3.3647248948302577, 'A2': 33.49106967849012, 'A3': 90.68628493734266, 'y1': 0.21256116754406654, 'y2': -0.07253620260023108}"
002040.XSHE,2.397077220227765,0.3275361975977488,0.0,"{'A1': 7.060086021490276, 'A2': 34.128795446110985, 'A3': 139.43996220257816, 'y1': 0.0719022378948469, 'y2': -0.026204311867996544}"
002041.XSHE,0.8590823936433546,0.9077475347615817,0.534,"{'A1': 2.770157843063934, 'A2': 35.58780634133013, 'A3': 91.10046543387429, 'y1': 0.12204640489804763, 'y2': -0.0949307368693454}"
002048.XSHE,-0.29907431920535227,0.7327521071600379,0.937,"{'A1': 2.113308467859316, 'A2': 37.9309426298321, 'A3': 100.66612643896589, 'y1': 0.19938713656793192, 'y2': -0.1562227008684029}"
600496.XSHG,2.049083252714416,0.3823262910215557,0.004,"{'A1': 11.537943283301594, 'A2': 45.968973287379384, 'A3': 62.762752072378014, 'y1': 0.04442354689011906, 'y2': -0.18795307334949626}"
600495.XSHG,2.706988410551139,0.16500241650255934,0.0,"{'A1': 11.537943283301594, 'A2': 45.968973287379384, 'A3': 62.762752072378014, 'y1': 0.04442354689011906, 'y2': -0.18795307334949626}"
600491.XSHG,0.1350485942010901,0.13924615555097603,0.511,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
600498.XSHG,1.0018586838482104,0.3972638216146441,0.183,"{'A1': 12.51066014107722, 'A2': 51.60973480326474, 'A3': 60.01029373356104, 'y1': 0.09418810892639273, 'y2': -0.17138260129066296}"
600127.XSHG,-1.230163804077586,0.17369157631677917,0.974,"{'A1': 15.28142930690469, 'A2': 40.00567636372277, 'A3': 101.63944442049795, 'y1': 0.005, 'y2': -0.2}"
600126.XSHG,-1.729133399915788,0.07044243390387875,1.0,"{'A1': 30.0, 'A2': 60.0, 'A3': 112.49889314647582, 'y1': 0.005, 'y2': -0.2}"
000016.XSHE,0.08145302617315713,0.11967950986920255,0.517,"{'A1': 6.957283990628297, 'A2': 35.94793749292915, 'A3': 85.00340725898839, 'y1': 0.005961237301321816, 'y2': -0.0305573457677705}"
600088.XSHG,-0.2281509564266472,0.46764481628094257,0.858,"{'A1': 11.654326207281999, 'A2': 57.772566179297044, 'A3': 136.389046218571, 'y1': 0.17802751476676776, 'y2': -0.15721962992550037}"
600122.XSHG,0.01382136561380717,0.2988493386506877,0.659,"{'A1': 19.217436075416003, 'A2': 30.0, 'A3': 117.0494155739878, 'y1': 0.3, 'y2': -0.2}"
600121.XSHG,-0.5645065639474586,0.4139377229700809,0.918,"{'A1': 11.654326207281999, 'A2': 57.772566179297044, 'A3': 136.389046218571, 'y1': 0.17802751476676776, 'y2': -0.15721962992550037}"
600120.XSHG,-0.2441692297257612,0.594833828348444,0.911,"{'A1': 25.145817280077505, 'A2': 56.8919832560389, 'A3': 139.51726239166823, 'y1': 0.3, 'y2': -0.2}"
600086.XSHG,0.9676523427976547,0.6878668075652669,0.338,"{'A1': 27.24059108990996, 'A2': 58.03352924021604, 'A3': 149.706002848553, 'y1': 0.2872498428969295, 'y2': -0.18986234297653884}"
600082.XSHG,0.3807881350582558,0.1251938944155203,0.369,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
600648.XSHG,-0.6121536070988752,0.1789733798378007,0.858,"{'A1': 25.095664671085835, 'A2': 31.94592738596304, 'A3': 94.48561121771425, 'y1': 0.03530252964900661, 'y2': -0.1227528361707115}"
600056.XSHG,0.2316178672106981,0.46632894779879563,0.655,"{'A1': 6.930732212004118, 'A2': 30.33026287285833, 'A3': 72.17181523035295, 'y1': 0.24156101416879538, 'y2': -0.09841283581285186}"
600640.XSHG,0.6067134808039086,0.030305879780742787,0.484,"{'A1': 30.0, 'A2': 60.0, 'A3': 94.150253111006, 'y1': 0.005, 'y2': -0.005}"
600641.XSHG,1.1193442556428763,0.03102744850767804,0.0,"{'A1': 19.251213160258484, 'A2': 51.537932463322626, 'A3': 150.0, 'y1': 0.005, 'y2': -0.18066682779398904}"
600067.XSHG,-0.252786733428929,0.4142890581430873,0.834,"{'A1': 19.84021237445957, 'A2': 45.127421532276585, 'A3': 83.49652297179584, 'y1': 0.1885791523281409, 'y2': -0.12067203625395544}"
600064.XSHG,1.7601122740747304,0.17652509911372982,0.005,"{'A1': 6.036509804343994, 'A2': 37.18120282491022, 'A3': 105.87205161902607, 'y1': 0.005, 'y2': -0.2}"
000428.XSHE,-1.2791290012387595,0.20483667575643225,0.987,"{'A1': 27.50441295744185, 'A2': 51.221432178291735, 'A3': 60.640051729816044, 'y1': 0.061712337043796896, 'y2': -0.08609948235791048}"
000429.XSHE,1.2358286396097975,0.0,0.0,"{'A1': 30.0, 'A2': 58.27330525106434, 'A3': 107.0094945217082, 'y1': 0.005, 'y2': -0.2}"
000938.XSHE,-1.4846467112468946,0.21460498804120864,0.995,"{'A1': 7.48788237749407, 'A2': 55.04393825713935, 'A3': 63.20732732599537, 'y1': 0.005, 'y2': -0.2}"
600061.XSHG,0.7790589204576073,0.3223325665627251,0.267,"{'A1': 16.513318730495744, 'A2': 36.4215442231014, 'A3': 148.44000987777758, 'y1': 0.13077475739368438, 'y2': -0.03911546165540397}"
000936.XSHE,0.9900663420914098,0.8528127319907448,0.416,"{'A1': 3.791799576672431, 'A2': 38.90098945746976, 'A3': 136.2904559189049, 'y1': 0.10567190724105963, 'y2': -0.01413813669372424}"
000510.XSHE,0.36523132749121123,0.3019434299178996,0.457,"{'A1': 12.51066014107722, 'A2': 51.60973480326474, 'A3': 60.01029373356104, 'y1': 0.09418810892639273, 'y2': -0.17138260129066296}"
000426.XSHE,2.2592822210356167,0.1881069820112795,0.0,"{'A1': 7.015355785324938, 'A2': 34.1213684232026, 'A3': 139.55653614860165, 'y1': 0.006735746583387315, 'y2': -0.053963146001433315}"
000420.XSHE,-0.1002260475683278,0.3333752203530815,0.728,"{'A1': 17.462109817837614, 'A2': 54.057525292091285, 'A3': 60.00637290958524, 'y1': 0.15269993143753133, 'y2': -0.1243121545186701}"
000421.XSHE,-2.3252643797138552,0.2874807551685179,1.0,"{'A1': 13.267367970553476, 'A2': 52.82607466617023, 'A3': 60.70602514826549, 'y1': 0.14339937015820434, 'y2': -0.14677785834772855}"
000930.XSHE,-1.0228675454482932,0.2637464278289837,0.968,"{'A1': 9.283114634844855, 'A2': 56.49777136949892, 'A3': 145.4109964909136, 'y1': 0.2996650043106669, 'y2': -0.006091955476267155}"
000548.XSHE,-0.053708122831791646,0.34803634627346763,0.727,"{'A1': 30.0, 'A2': 45.10360255416835, 'A3': 82.3926011229662, 'y1': 0.3, 'y2': -0.2}"
600995.XSHG,-0.29858473172710215,0.4030647408230568,0.833,"{'A1': 12.51066014107722, 'A2': 51.60973480326474, 'A3': 60.01029373356104, 'y1': 0.09418810892639273, 'y2': -0.17138260129066296}"
600991.XSHG,0.0,0.0,0.0,"{'A1': 30.0, 'A2': 60.0, 'A3': 150.0, 'y1': 0.3, 'y2': -0.2}"
600398.XSHG,1.7612928331347477,0.20981217837445615,0.005,"{'A1': 11.727335897952432, 'A2': 51.920903720685196, 'A3': 61.301210392943005, 'y1': 0.009164699516093154, 'y2': -0.18446611755731232}"
600399.XSHG,-0.7334420849241116,0.1965668797308049,0.901,"{'A1': 7.060086021490276, 'A2': 34.128795446110985, 'A3': 139.43996220257816, 'y1': 0.0719022378948469, 'y2': -0.026204311867996544}"
000949.XSHE,-2.3292925939695133,0.33425052542657396,1.0,"{'A1': 11.830043193190557, 'A2': 53.815628896688665, 'A3': 60.0, 'y1': 0.005, 'y2': -0.2}"
600469.XSHG,0.0,0.0,0.0,"{'A1': 30.0, 'A2': 60.0, 'A3': 150.0, 'y1': 0.3, 'y2': -0.005}"
600540.XSHG,-1.9768341759304537,0.32756141355940166,0.999,"{'A1': 4.22528178273058, 'A2': 38.00516928338443, 'A3': 136.55859991356996, 'y1': 0.13745446832362407, 'y2': -0.0614537715218669}"
600391.XSHG,1.3606676466276917,0.12155465633345215,0.012,"{'A1': 25.197749987713085, 'A2': 57.966573813443866, 'A3': 141.59337196499237, 'y1': 0.016998613588497892, 'y2': -0.014831934023646562}"
600460.XSHG,0.6694911009586998,0.9998746957151845,0.705,"{'A1': 5.05951188702952, 'A2': 52.504190738066264, 'A3': 76.72507930701738, 'y1': 0.14953925311521554, 'y2': -0.06021335546666781}"
600393.XSHG,-0.5576797981538204,0.3024714105791253,0.904,"{'A1': 7.629231916965119, 'A2': 37.645316555947915, 'A3': 88.87623098560263, 'y1': 0.3, 'y2': -0.2}"
600395.XSHG,0.0,0.0,0.0,"{'A1': 1.1695024960322953, 'A2': 36.46397371389719, 'A3': 91.18930003979348, 'y1': 0.19620717815008282, 'y2': -0.09018254653244699}"
600396.XSHG,-0.44621085758221923,0.41809198524307317,0.918,"{'A1': 2.228248341884701, 'A2': 34.07653855926273, 'A3': 90.91421066872624, 'y1': 0.13050076905124589, 'y2': -0.08982481092385616}"
000720.XSHE,-0.5984595440020346,0.3522729484863654,0.908,"{'A1': 12.308791985155397, 'A2': 57.38606038459939, 'A3': 61.00892599839639, 'y1': 0.18139581832941098, 'y2': -0.07279887009760691}"
000727.XSHE,-1.1751112853338759,0.3366741621918968,0.984,"{'A1': 11.884059396377925, 'A2': 60.0, 'A3': 140.26179681368913, 'y1': 0.005, 'y2': -0.2}"
000726.XSHE,0.7963278943695913,0.20936640665771564,0.205,"{'A1': 11.727335897952432, 'A2': 51.920903720685196, 'A3': 61.301210392943005, 'y1': 0.009164699516093154, 'y2': -0.18446611755731232}"
000682.XSHE,-1.7919981675741676,0.44696592278940317,1.0,"{'A1': 4.76312757424449, 'A2': 33.18957180663225, 'A3': 86.93831268170364, 'y1': 0.005, 'y2': -0.14308849755028158}"
